 not sufficient 	 not enough 
 not less 	 least not 
 not specifically 	 not necessary 
 not " 	 n't , 
 not eligible 	 n't get 
 not once 	 ever to 
 not acceptable 	 not on 
 not question 	 not require 
 not compromise 	 jeopardise the 
 not least 	 primarily to 
 n't , 	 not doing 
 n't , 	 not done 
 n't , 	 not do 
 not quite 	 a little 
 not enter 	 not serve 
 not very 	 small number 
 not be 	 n't the 
 applies not 	 not about 
 not even 	 yet even 
 really not 	 not there 
 no 	 not gonna 
 not practical 	 , impossible 
 person shall 	 not permissible 
 not our 	 n't your 
 because if 	 not if 
 mainly if 	 not if 
 not properly 	 not much 
 not possible 	 not adequate 
 not true 	 n't believe 
 not so 	 lesser extent 
 're not 	 not do 
 're not 	 not doing 
 n't we 	 not , 
 not just 	 not true 
 not one 	 still no 
 ought not 	 not to 
 not widely 	 often not 
 n't be 	 not one 
 n't been 	 not one 
 not enough 	 lack of 
 not matter 	 n't nothing 
 not with 	 no additional 
 not those 	 n't that 
 not -rrb- 	 n -rrb- 
 not it 	 not yet 
 's eligible 	 not eligible 
 difficult not 	 not readily 
 only an 	 not but 
 n't a 	 not enter 
 not only 	 furthermore , 
 not pay 	 not allow 
 not fall 	 not remain 
 n't we 	 not by 
 n't all 	 not when 
 lacks the 	 not had 
 lacking the 	 not have 
 lack the 	 not having 
 lacks the 	 not having 
 not readily 	 difficulty in 
 lack the 	 not have 
 lacks the 	 not have 
 not readily 	 difficulties in 
 lack the 	 not had 
 lacked the 	 not have 
 lacked the 	 not had 
 'm no 	 not my 
 n't be 	 not go 
 n't be 	 not going 
 n't been 	 not going 
 n't been 	 not go 
 not all 	 not even 
 not any 	 without a 
 n't it 	 not , 
 not of 	 nor from 
 not accepted 	 , rejected 
 not accept 	 , reject 
 not accept 	 , rejected 
 not accept 	 , rejects 
 not much 	 not properly 
 either not 	 not part 
 not covered 	 not fit 
 not cover 	 not fit 
 not among 	 fall within 
 not do 	 not quite 
 are without 	 not to 
 be without 	 not to 
 not otherwise 	 there not 
 not exceed 	 greater than 
 lesser extent 	 not so 
 not exceeding 	 greater than 
 not permissible 	 shall prohibit 
 not involve 	 not for 
 not easily 	 hard not 
 not need 	 not bear 
 not to 	 not recognise 
 n't often 	 not usually 
 short space 	 not very 
 're not 	 not in 
 nothin ' 	 not matter 
 n't help 	 not matter 
 not have 	 n't able 
 not had 	 n't able 
 , shortly 	 not long 
 no 	 not go 
 not about 	 not something 
 not where 	 n't go 
 not that 	 not true 
 not have 	 n't enough 
 not want 	 n't care 
 not mean 	 not something 
 not meant 	 not something 
 not seek 	 n't look 
 not seeking 	 n't look 
 not just 	 do not 
 not just 	 did not 
 not just 	 does not 
 n't ... 	 not ! 
 not become 	 n't come 
 not at 	 certainly not 
 n't so 	 not real 
 not be 	 impossible , 
 not out 	 n't gotta 
 no , 	 not now 
 not particularly 	 n't very 
 not necessary 	 n't last 
 not required 	 n't use 
 not require 	 n't use 
 it later 	 not now 
 never the 	 not in 
 not care 	 n't appreciate 
 otherwise than 	 not a 
 accept the 	 not approve 
 not something 	 certainly not 
 not play 	 n't pull 
 n't help 	 not matter 
 not go 	 can not 
 n't just 	 not for 
 n't right 	 not all 
 should not 	 not likely 
 difficult matter 	 not clear 
 not part 	 either not 
 still sore 	 not well 
 not enough 	 n't get 
 too hard 	 not hard 
 not fall 	 not get 
 not fall 	 not getting 
 not with 	 nor in 
 not adequate 	 part thereof 
 n't expect 	 not that 
 nor does 	 not be 
 nor does 	 not being 
 nor did 	 not be 
 nor do 	 not being 
 nor do 	 not be 
 nor did 	 not being 
 nor did 	 not been 
 nor do 	 not been 
 nor does 	 not been 
 not do 	 really not 
 not let 	 not just 
 not true 	 n't he 
 not rely 	 not have 
 not simply 	 not possible 
 just impossible 	 not feasible 
 not of 	 not create 
 not make 	 not achieve 
 neither the 	 not an 
 not belong 	 fall within 
 not stop 	 not maintain 
 definitely not 	 not so 
 not our 	 not because 
 not for 	 not fulfil 
 not about 	 n't only 
 not widely 	 bit of 
 not accessible 	 not be 
 not feel 	 n't imagine 
 not clear 	 not much 
 not during 	 not right 
 not yet 	 not enough 
 not sufficiently 	 n't have 
 not want 	 n't plan 
 not currently 	 still in 
 n't no 	 not constitute 
 not part 	 not with 
 not usually 	 generally to 
 not for 	 not cover 
 not represent 	 not become 
 not represent 	 not receive 
 n't watch 	 not see 
 n't watch 	 not seen 
 not look 	 not respect 
 n't get 	 not you 
 not from 	 n't be 
 not from 	 n't been 
 not later 	 ever before 
 not fall 	 not received 
 not fall 	 not receive 
 n't start 	 not exactly 
 not enter 	 not on 
 n't fit 	 not conform 
 not yet 	 n't been 
 not yet 	 n't be 
 different somehow 	 not sexist 
 not on 	 either in 
 not take 	 n't shoot 
 no more 	 not only 
 n't need 	 not to 
 n't fool 	 not think 
 not just 	 n't figure 
 not fail 	 an absolutely 
 not until 	 simply in 
 not generally 	 , normally 
 not however 	 but let 
 not ! 	 't . 
 not pose 	 not a 
 not the 	 now the 
 not for 	 but without 
 not keep 	 not wish 
 not recognise 	 not take 
 not envisage 	 not require 
 n't had 	 not given 
 n't have 	 not giving 
 n't have 	 not give 
 n't had 	 not give 
 n't have 	 not given 
 not sit 	 not undertake 
 not exactly 	 n't you 
 not without 	 not all 
 not constitute 	 not some 
 not play 	 n't be 
 n't the 	 not provide 
 not playing 	 n't be 
 not just 	 should not 
 n't quite 	 not likely 
 even one 	 not a 
 not an 	 no real 
 n't take 	 not needed 
 not that 	 n't an 
 n't take 	 not need 
 not seen 	 not have 
 not see 	 not have 
 not see 	 not had 
 not seen 	 not having 
 not seen 	 not had 
 not among 	 absent from 
 not see 	 not having 
 not another 	 maybe another 
 n't fuck 	 not with 
 not fit 	 not for 
 not under 	 not currently 
 n't that 	 not whether 
 not conform 	 not in 
 of little 	 not particularly 
 not as 	 not part 
 certainly 	 not only 
 not again 	 still are 
 not again 	 still is 
 not again 	 still be 
 not again 	 still being 
 not again 	 still been 
 not till 	 up until 
 not perhaps 	 possibly even 
 not even 	 not available 
 not by 	 's no 
 n't have 	 not everything 
 not widely 	 not many 
 not adequate 	 deficiency of 
 not meet 	 not equal 
 not properly 	 not real 
 not go 	 n't get 
 not go 	 n't got 
 not going 	 n't get 
 not go 	 n't gotten 
 not say 	 not , 
 n't suit 	 not agree 
 not arrive 	 n't get 
 too long 	 not long 
 n't bother 	 not even 
 not easy 	 hard enough 
 not be 	 will never 
 neither does 	 not and 
 neither do 	 not and 
 neither did 	 not and 
 n't belong 	 not been 
 n't belong 	 not be 
 n't belong 	 not being 
 and not 	 not only 
 not surprising 	 quite natural 
 not adequately 	 wrong , 
 non 	 not really 
 shortly 	 not enough 
 not add 	 n't match 
 not suffice 	 the insufficient 
 not add 	 n't bring 
 not in 	 not sufficient 
 not able 	 failing to 
 not able 	 failed to 
 not able 	 fail to 
 n't be 	 not worthy 
 not readily 	 not available 
 not working 	 n't step 
 not work 	 n't step 
 not well 	 a bad 
 not always 	 not a 
 continuing to 	 not remain 
 continue to 	 not remain 
 're not 	 not become 
 not 	 otherwise than 
 not because 	 not as 
 not mean 	 not act 
 not previously 	 ever , 
 good 	 not bad 
 not receive 	 not actually 
 not received 	 not actually 
 by either 	 not by 
 not serve 	 not enter 
 either not 	 not then 
 not really 	 still no 
 just keep 	 not stop 
 not part 	 as not 
 completely normal 	 not surprising 
 not have 	 n't really 
 n't be 	 not play 
 not having 	 n't really 
 not the 	 n't " 
 n't be 	 not playing 
 n't look 	 not that 
 not widely 	 not usually 
 not widely 	 of little 
 bad 	 not correct 
 now the 	 not the 
 not an 	 neither the 
 not much 	 very few 
 not least 	 particularly as 
 not quite 	 n't already 
 do n't 	 not not 
 does n't 	 not not 
 not wish 	 n't keep 
 not an 	 n't have 
 not sexist 	 different somehow 
 not gonna 	 n't the 
 not involve 	 not run 
 any less 	 not more 
 not one 	 nobody 's 
 not least 	 particular those 
 nor of 	 not for 
 n't touch 	 not reach 
 not that 	 n't like 
 but it 	 not however 
 not going 	 not receive 
 not go 	 not receive 
 not go 	 not received 
 not gone 	 not received 
 not able 	 , incapable 
 not really 	 not acceptable 
 not 	 nor a 
 not upset 	 n't understand 
 not available 	 not practical 
 not going 	 not become 
 not go 	 not become 
 less than 	 not sufficient 
 nor on 	 not in 
 not come 	 not involve 
 not if 	 n't go 
 not need 	 not view 
 not they 	 not such 
 refusing to 	 not to 
 refused to 	 not to 
 refuse to 	 not to 
 refuses to 	 not to 
 ca n't 	 not possible 
 not unless 	 not with 
 or whatever 	 not matter 
 not less 	 the minimum 
 either not 	 not both 
 not subject 	 free from 
 n't nothing 	 not matter 
 not into 	 n't part 
 , not 	 not therefore 
 not be 	 not act 
 not still 	 as yet 
 not of 	 no real 
 all things 	 not everything 
 n't care 	 not want 
 not therefore 	 do n't 
 not take 	 n't fit 
 n't pull 	 not play 
 not come 	 not attend 
 lack access 	 not available 
 n't a 	 not our 
 n't gotta 	 not with 
 not well 	 not very 
 not call 	 n't expect 
 not calling 	 n't expect 
 not sure 	 n't just 
 not sit 	 not come 
 not yet 	 not an 
 not at 	 n't no 
 n't just 	 not become 
 no real 	 not likely 
 not much 	 not especially 
 n't take 	 not attempt 
 n't at 	 not within 
 not likely 	 n't quite 
 not much 	 not sure 
 not 	 not come 
 not until 	 only the 
 not happen 	 n't get 
 not 	 refraining from 
 not 	 refrain from 
 not to 	 not something 
 n't just 	 not sure 
 not going 	 'm not 
 not go 	 'm not 
 n't know 	 not thinking 
 n't know 	 not think 
 not know 	 'm not 
 not known 	 'm not 
 not above 	 not from 
 not find 	 where no 
 move in 	 not into 
 not in 	 not particularly 
 n't match 	 not add 
 not see 	 n't watch 
 not seen 	 n't watch 
 n't mind 	 not too 
 not that 	 n't , 
 not remain 	 not have 
 insufferable 	 not impossible 
 , still 	 not yet 
 n't entirely 	 not let 
 n't an 	 not about 
 not concern 	 relate to 
 not reflect 	 reflects the 
 no programme 	 not for 
 not really 	 just really 
 not qualify 	 not feel 
 not part 	 not there 
 not very 	 not easily 
 not be 	 not accept 
 not particularly 	 very little 
 not been 	 not accept 
 difficult problem 	 not easy 
 not be 	 're no 
 not being 	 're no 
 not possible 	 there can 
 really not 	 not but 
 not able 	 failure to 
 not able 	 failures to 
 only somewhat 	 not very 
 not become 	 not take 
 not become 	 not taken 
 not become 	 not taking 
 most in 	 not in 
 n't for 	 not because 
 not support 	 n't handle 
 no real 	 not of 
 not expect 	 not because 
 not of 	 not involve 
 an unidentified 	 not clear 
 not have 	 not know 
 and not 	 not even 
 not much 	 not matter 
 not , 	 not go 
 not cause 	 not one 
 not stop 	 been no 
 not stop 	 be no 
 not receive 	 without access 
 not anything 	 really nothing 
 not a 	 not necessarily 
 not stay 	 're staying 
 an absolutely 	 not fail 
 capable of 	 not able 
 not in 	 from outside 
 not make 	 not see 
 not made 	 not seen 
 not usually 	 not widely 
 not receive 	 not represent 
 not hear 	 heard from 
 n't play 	 not the 
 not take 	 not recognise 
 not quite 	 n't have 
 not save 	 not lose 
 not an 	 not present 
 not conform 	 n't fit 
 immaterial 	 not relevant 
 not as 	 less than 
 not their 	 both their 
 be almost 	 not quite 
 been almost 	 not quite 
 are almost 	 not quite 
 no 	 not waste 
 non 	 not guilty 
 not whether 	 not come 
 not lose 	 not save 
 not for 	 n't that 
 not bear 	 not share 
 not as 	 less as 
 not a 	 and nor 
 not provide 	 not to 
 not very 	 not another 
 not likely 	 not like 
 n't pick 	 not take 
 n't pick 	 not taking 
 not in 	 without an 
 not many 	 not widely 
 not many 	 so few 
 n't right 	 not real 
 not appear 	 not prove 
 not have 	 n't do 
 not have 	 n't done 
 not so 	 less than 
 not occur 	 not come 
 sane 	 not unreasonable 
 n't any 	 not create 
 not hard 	 readily available 
 not a 	 nothing of 
 not quite 	 not what 
 not helpful 	 of unnecessary 
 not something 	 n't no 
 not just 	 not whether 
 not acceptable 	 not really 
 not within 	 n't to 
 not those 	 n't who 
 not perhaps 	 or not 
 not only 	 not end 
 not act 	 not be 
 not sure 	 not feel 
 a merely 	 not but 
 not meeting 	 not at 
 not meet 	 not at 
 not afford 	 not enjoy 
 not matter 	 be important 
 not matter 	 was important 
 not matter 	 is important 
 do n't 	 not like 
 tara 	 not everything 
 not this 	 hardly the 
 not for 	 n't a 
 not an 	 not involve 
 not necessarily 	 really not 
 not a 	 n't our 
 n't for 	 not the 
 not have 	 n't the 
 not widely 	 little , 
 of not 	 not really 
 not but 	 did n't 
 not but 	 does n't 
 not but 	 do n't 
 not offer 	 not be 
 not offered 	 not being 
 not find 	 n't gotten 
 less on 	 not so 
 not find 	 n't get 
 not found 	 n't get 
 not found 	 n't got 
 not find 	 n't got 
 not enough 	 not available 
 not known 	 never know 
 not know 	 never know 
 not again 	 n't really 
 n't have 	 not quite 
 not real 	 n't all 
 not see 	 not make 
 not seen 	 not made 
 not of 	 exclusion of 
 not with 	 n't fuck 
 not much 	 a lot 
 not correct 	 wrong for 
 not over 	 not because 
 not , 	 would n't 
 not contain 	 not in 
 not containing 	 not in 
 reasonably , 	 not unreasonable 
 n't no 	 not something 
 fewer 	 not so 
 not really 	 not another 
 bit about 	 not many 
 not 	 n't from 
 not exactly 	 n't start 
 n't afford 	 not the 
 , inconsistent 	 not compatible 
 not of 	 not use 
 n't he 	 not her 
 not enough 	 less than 
 not having 	 see no 
 not had 	 see no 
 or wrong 	 not or 
 not have 	 sees no 
 not have 	 see no 
 n't do 	 not my 
 accordingly be 	 not be 
 not otherwise 	 not now 
 n't the 	 not quite 
 n't you 	 not about 
 not easy 	 a tough 
 not on 	 not attend 
 not more 	 not go 
 a relatively 	 not very 
 not on 	 not consider 
 not necessary 	 not specifically 
 , non 	 not otherwise 
 not again 	 , still 
 not permit 	 allow the 
 not because 	 not expect 
 not agree 	 concur with 
 not care 	 n't love 
 of no 	 not very 
 now dead 	 not alive 
 not regard 	 should not 
 not provide 	 contains no 
 not about 	 means not 
 not that 	 not simply 
 not able 	 have no 
 not able 	 has no 
 not able 	 had no 
 not all 	 n't right 
 not particularly 	 n't much 
 also important 	 not least 
 not if 	 n't get 
 not one 	 not provide 
 not become 	 in no 
 not permit 	 not become 
 not really 	 n't yet 
 never for 	 not in 
 not bear 	 have not 
 not bear 	 has not 
 not bear 	 had not 
 not currently 	 n't come 
 not our 	 n't a 
 not incompatible 	 not fit 
 not any 	 not because 
 not see 	 not the 
 n't be 	 not always 
 not accept 	 n't agree 
 not approve 	 accept the 
 not likely 	 may not 
 not consider 	 n't believe 
 not really 	 actually have 
 no big 	 not like 
 , primarily 	 not least 
 not often 	 and rarely 
 not think 	 opinion , 
 not want 	 'm not 
 and rarely 	 not often 
 not received 	 not fall 
 not receive 	 not fall 
 not to 	 neither the 
 not expect 	 then wait 
 not a 	 nothin ' 
 not intend 	 not cover 
 not intended 	 not cover 
 easily , 	 not difficult 
 lack access 	 not receive 
 not able 	 shall not 
 n't a 	 not " 
 not adopt 	 n't take 
 not adopt 	 n't taken 
 not easy 	 not good 
 n't good 	 not quite 
 n't very 	 not particularly 
 not just 	 not some 
 not least 	 namely , 
 not " 	 " nothing 
 not those 	 not include 
 n't any 	 not maintain 
 not stop 	 not have 
 not necessary 	 not entirely 
 not possibly 	 not available 
 not that 	 n't to 
 not address 	 not sure 
 not mention 	 n't teii 
 not apply 	 not question 
 not always 	 not merely 
 allow the 	 not permit 
 not know 	 n't tell 
 not known 	 n't tell 
 not follow 	 not fully 
 n't - 	 not ? 
 n't one 	 not really 
 a short 	 not very 
 any single 	 not one 
